Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity
"1,2,5-Oxadiazole-3-carboxamide, 4-amino-N-(2-aminoethyl)-",LADY CLAIRE.csv,LADY CLAIRE,11.9442833333333,249,11.954,44,234420.89117163024
"Benzoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,11.9925,250,11.999,105,161904.3394493569
Nonanal,LADY CLAIRE.csv,LADY CLAIRE,12.1018333333333,253,12.102,57,13023554.658415277
2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine,LADY CLAIRE.csv,LADY CLAIRE,12.2368666666667,256,12.247,124,57225.00532571908
"17-Octadecynoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,12.2786666666667,257,12.279,74,261993.51703039568
"Octanoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,12.4330166666667,261,12.427,74,135659.9103734837
2-Hydroxy-2-octylsebacic acid,LADY CLAIRE.csv,LADY CLAIRE,12.5809166666667,266,12.578,43,26757.456193970487
N-[4-(4-Chlorophenyl)isothiazol-5-yl)-1-methylpiperidin-2-imine,LADY CLAIRE.csv,LADY CLAIRE,12.7674,271,12.79,85,93453.35495052824
2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine,LADY CLAIRE.csv,LADY CLAIRE,12.8831666666667,274,12.877,73,1013814.5089867972
1-(2-Trifluoromethylphenyl)imidazoline-2-thione,LADY CLAIRE.csv,LADY CLAIRE,12.9313833333333,275,12.915,43,29592.526994298725
Benzoic acid,LADY CLAIRE.csv,LADY CLAIRE,13.0985833333333,281,13.095,77,277454.81901070167
Decanal,LADY CLAIRE.csv,LADY CLAIRE,13.17575,284,13.179,57,610407.9631074932
Z-2-Acetoxy-12-tetradecenitrile,LADY CLAIRE.csv,LADY CLAIRE,13.2947333333333,288,13.292,106,110328.23150560223
"1,3-Dioxocane, 2-pentadecyl-",LADY CLAIRE.csv,LADY CLAIRE,13.40405,291,13.391,122,452258.36631724896
1-Decanamine,LADY CLAIRE.csv,LADY CLAIRE,13.5262333333333,295,13.533,128,209472.97227547903
Dodecane,LADY CLAIRE.csv,LADY CLAIRE,13.6194833333333,298,13.616,57,346528.97337188147
Decanal,LADY CLAIRE.csv,LADY CLAIRE,13.7320166666667,301,13.732,57,4835136.114093865
"Cyclohexane, (2-nitro-2-propenyl)-",LADY CLAIRE.csv,LADY CLAIRE,13.8831333333333,305,13.883,55,118409.19549747232
".alpha.-d-Gulofuranoside, phenyl-",LADY CLAIRE.csv,LADY CLAIRE,14.0632,311,14.07,122,521569.2900187848
Benzothiazole,LADY CLAIRE.csv,LADY CLAIRE,14.1435833333333,313,14.134,97,94362.58442483404
Neodecanoic acid,LADY CLAIRE.csv,LADY CLAIRE,14.2336166666667,316,14.224,102,354544.80379056744
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",LADY CLAIRE.csv,LADY CLAIRE,14.2818333333333,318,14.288,45,57176.59523754208
"Butanoic acid, 2-ethyl-2,3,3-trimethyl-",LADY CLAIRE.csv,LADY CLAIRE,14.3493666666667,320,14.343,71,118814.07987131596
Neodecanoic acid,LADY CLAIRE.csv,LADY CLAIRE,14.6001666666667,329,14.6,73,293632.5902960273
"Butanoic acid, 2-ethyl-2,3,3-trimethyl-",LADY CLAIRE.csv,LADY CLAIRE,14.6773333333333,333,14.681,102,205846.6165793125
"Benzenemethanol, .alpha.-methyl-.alpha.-(2-methyl-3-methylthio-2-propenyl)-",LADY CLAIRE.csv,LADY CLAIRE,14.7191333333333,334,14.71,87,546074.4766539724
"Octanamide, N-(2-mercaptoethyl)-",LADY CLAIRE.csv,LADY CLAIRE,14.7577166666667,335,14.758,102,425715.5550615213
"Z-(13,14-Epoxy)tetradec-11-en-1-ol acetate",LADY CLAIRE.csv,LADY CLAIRE,14.7963,336,14.793,60,391479.9407027612
N-[4-(4-Chlorophenyl)isothiazol-5-yl)-1-methylpiperidin-2-imine,LADY CLAIRE.csv,LADY CLAIRE,14.95385,341,14.96,70,84255.43819690205
2-Undecanone,LADY CLAIRE.csv,LADY CLAIRE,15.0020833333333,342,15.002,58,142546.46546251446
"Octadecane, 9-ethyl-9-heptyl-",LADY CLAIRE.csv,LADY CLAIRE,15.0631666666667,344,15.06,57,154231.7805650161
Undecanal,LADY CLAIRE.csv,LADY CLAIRE,15.1885666666667,348,15.192,57,885065.679021565
Z-8-Methyl-9-tetradecenoic acid,LADY CLAIRE.csv,LADY CLAIRE,15.2914666666667,351,15.292,55,55685.564521691056
"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",LADY CLAIRE.csv,LADY CLAIRE,15.39435,354,15.391,73,373812.0188850057
Phthalic anhydride,LADY CLAIRE.csv,LADY CLAIRE,15.4297166666667,356,15.433,57,220441.8180729614
Methyl 8-oxooctanoate,LADY CLAIRE.csv,LADY CLAIRE,15.5165333333333,359,15.523,129,121705.48241061394
Triacetin,LADY CLAIRE.csv,LADY CLAIRE,15.6933833333333,365,15.7,43,69348.65177207769
10-Methyl-8-tetradecen-1-ol acetate,LADY CLAIRE.csv,LADY CLAIRE,15.7319666666667,366,15.742,145,65568.26397716624
"Spiro[4.5]decan-7-one, 1,8-dimethyl-8,9-epoxy-4-isopropyl-",LADY CLAIRE.csv,LADY CLAIRE,15.7866333333333,367,15.787,115,166757.67083495462
n-Decanoic acid,LADY CLAIRE.csv,LADY CLAIRE,15.8702166666667,370,15.874,95,3735.3786238414746
"Benzoic acid, 2-(hydroxymethyl)-",LADY CLAIRE.csv,LADY CLAIRE,15.9056,372,15.909,105,162183.3575939407
"Z-(13,14-Epoxy)tetradec-11-en-1-ol acetate",LADY CLAIRE.csv,LADY CLAIRE,15.9634666666667,374,15.967,57,203226.31053380584
"2(3H)-Furanone, dihydro-5-pentyl-",LADY CLAIRE.csv,LADY CLAIRE,16.00205,375,16.015,77,245055.2672689809
"Naphthalene, 1,2,3,4-tetrahydro-1,5-dimethyl-",LADY CLAIRE.csv,LADY CLAIRE,16.0953,378,16.108,56,143462.73640419164
"Tetradecanoic acid, 2-hydroxy-",LADY CLAIRE.csv,LADY CLAIRE,16.1724666666667,380,16.176,58,60744.85882789617
Acenaphthene,LADY CLAIRE.csv,LADY CLAIRE,16.29465,384,16.292,87,272855.8606338888
2-Dodecanone,LADY CLAIRE.csv,LADY CLAIRE,16.3428833333333,386,16.349,58,156499.13305854166
Tetradecane,LADY CLAIRE.csv,LADY CLAIRE,16.3846833333333,387,16.385,57,721231.857695922
Propoxyphene,LADY CLAIRE.csv,LADY CLAIRE,16.4779333333333,390,16.481,145,66015.39715523718
Dodecanal,LADY CLAIRE.csv,LADY CLAIRE,16.5293666666667,391,16.533,57,980364.8984233484
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",LADY CLAIRE.csv,LADY CLAIRE,16.6065333333333,393,16.591,84,47974.27756680885
"Nonanoic acid, 9-oxo-, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,16.8444833333333,402,16.851,83,664651.0268180885
"Octadecanal, 2-bromo-",LADY CLAIRE.csv,LADY CLAIRE,16.90235,404,16.906,87,232725.65790201465
"Benzeneacetamide, .alpha.-phenyl-",LADY CLAIRE.csv,LADY CLAIRE,16.9827333333333,407,16.989,167,90520.58379042464
"Naphthalene, 1,3-dimethyl-",LADY CLAIRE.csv,LADY CLAIRE,17.11135,411,17.108,43,437268.84265081305
Dimethyl phthalate,LADY CLAIRE.csv,LADY CLAIRE,17.1820833333333,415,17.185,57,284181.1807170377
"Hexadecane, 1-chloro-",LADY CLAIRE.csv,LADY CLAIRE,17.3074833333333,420,17.317,69,523158.9012778325
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",LADY CLAIRE.csv,LADY CLAIRE,17.3878666666667,423,17.391,97,640752.2865602461
"Tricyclo[5.4.3.0(1,8)]tetradecan-3-ol-9-one, 4-ethenyl-6-(2-hydroxyacetoxy)-2,4,7,14-tetramethyl-",LADY CLAIRE.csv,LADY CLAIRE,17.4489666666667,425,17.465,113,176186.19564498725
"Hexadecane, 1,1-bis(dodecyloxy)-",LADY CLAIRE.csv,LADY CLAIRE,17.52935,427,17.533,55,290807.20151333406
"2,6-Dihydroxyacetophenone, 2TMS derivative",LADY CLAIRE.csv,LADY CLAIRE,17.5743666666667,429,17.574,281,4346364.979090121
tert-Hexadecanethiol,LADY CLAIRE.csv,LADY CLAIRE,17.7126166666667,433,17.713,57,145627.1074374132
Tridecanal,LADY CLAIRE.csv,LADY CLAIRE,17.7769333333333,435,17.783,57,888150.7219135723
"2,4-Di-tert-butylphenol",LADY CLAIRE.csv,LADY CLAIRE,17.8090833333333,436,17.819,191,276493.65871453314
"5,8,11,14-Eicosatetraynoic acid, TMS derivative",LADY CLAIRE.csv,LADY CLAIRE,17.9955666666667,441,18.005,180,110660.06065546969
"1H-Inden-1-one, 2,3-dihydro-3,3,4,6-tetramethyl-",LADY CLAIRE.csv,LADY CLAIRE,18.0856,444,18.089,170,83837.35107173721
"Octadecane, 1-chloro-",LADY CLAIRE.csv,LADY CLAIRE,18.1241833333333,445,18.115,168,76557.35399334079
Phenylmaleic anhydride,LADY CLAIRE.csv,LADY CLAIRE,18.1724166666667,447,18.182,51,126758.6154328691
"Octadecane, 1-chloro-",LADY CLAIRE.csv,LADY CLAIRE,18.2367333333333,449,18.237,102,451747.8599328368
Dodecanoic acid,LADY CLAIRE.csv,LADY CLAIRE,18.2913833333333,450,18.275,241,27345.41871946545
"Pentadecane, 2,6,10,14-tetramethyl-",LADY CLAIRE.csv,LADY CLAIRE,18.3524833333333,453,18.362,74,107122.60348486464
"N,N'-Bis(Carbobenzyloxy)-lysine methyl(ester)",LADY CLAIRE.csv,LADY CLAIRE,18.4585833333333,457,18.468,91,32799.91538187904
"2-Benzoyl-6-nitrobenzoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,18.49395,458,18.497,105,74892.92714347396
"Octadecanoic acid, 4-hydroxy-, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,18.5936333333333,461,18.594,70,50650.9153512851
"Pregn-5-ene-3,8,11,12,14,20-hexol, (3.beta.,11.alpha.,12.beta.,14.beta.,20R)-",LADY CLAIRE.csv,LADY CLAIRE,18.629,462,18.632,85,110769.20339972332
"1-Hexadecanol, 2-methyl-",LADY CLAIRE.csv,LADY CLAIRE,18.6933,464,18.697,83,209547.787866298
Hexadecane,LADY CLAIRE.csv,LADY CLAIRE,18.7704666666667,466,18.777,57,1310729.423077803
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",LADY CLAIRE.csv,LADY CLAIRE,18.84765,469,18.851,71,5867519.092355094
Tetradecanal,LADY CLAIRE.csv,LADY CLAIRE,18.9505333333333,473,18.954,57,623726.0184566912
Phorbol,LADY CLAIRE.csv,LADY CLAIRE,19.0727166666667,477,19.073,43,164674.27667650153
"N,N'-Bis(Carbobenzyloxy)-lysine methyl(ester)",LADY CLAIRE.csv,LADY CLAIRE,19.2013333333333,480,19.201,232,49593.81506218411
"Phenethylamine, 3-benzyloxy-2-fluoro-.beta.-hydroxy-",LADY CLAIRE.csv,LADY CLAIRE,19.24635,481,19.246,183,272268.778291815
Benzophenone,LADY CLAIRE.csv,LADY CLAIRE,19.32995,485,19.336,181,273746.60625634505
"3,6-Dioxa-2,4,5,7-tetrasilaoctane, 2,2,4,4,5,5,7,7-octamethyl-",LADY CLAIRE.csv,LADY CLAIRE,19.5067833333333,491,19.506,73,6582848.559843677
"10,13-Octadecadiynoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,19.6000333333333,494,19.599,91,226529.16661536144
Dihydroxanthin,LADY CLAIRE.csv,LADY CLAIRE,19.6482666666667,496,19.647,71,98157.055154488
"1-Penten-3-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",LADY CLAIRE.csv,LADY CLAIRE,19.7479333333333,500,19.744,191,211748.24641979727
"Hexadecane, 1,1-bis(dodecyloxy)-",LADY CLAIRE.csv,LADY CLAIRE,19.7993833333333,502,19.798,55,470414.789933881
"Heptadecane, 9-hexyl-",LADY CLAIRE.csv,LADY CLAIRE,19.8637,504,19.865,57,836742.7290033035
5-Butyl-5-ethylpentadecane,LADY CLAIRE.csv,LADY CLAIRE,19.928,506,19.936,197,128377.27274482306
"Benzhydrazide, N'-[1-(3-ethoxyphenyl)-2,5-dioxo-pyrrolidin-3-yl]-",LADY CLAIRE.csv,LADY CLAIRE,20.00195,508,20.006,99,202607.54158856175
"Ethanol, 2-(9-octadecenyloxy)-, (Z)-",LADY CLAIRE.csv,LADY CLAIRE,20.0566166666667,510,20.061,57,455248.3493997431
3-Fluoro-3-(2-oxo-2-phenyl-ethylsulfanyl)-2-trifluoromethyl-acrylic acid methyl ester,LADY CLAIRE.csv,LADY CLAIRE,20.0984166666667,511,20.093,70,148182.2799097365
"Hexadecanoic acid, 14-methyl-, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,20.137,513,20.141,74,120520.75552541002
"Benzene, (1-pentylheptyl)-",LADY CLAIRE.csv,LADY CLAIRE,20.2463166666667,516,20.25,91,181250.771051721
"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-",LADY CLAIRE.csv,LADY CLAIRE,20.3202666666667,518,20.327,57,295289.09549510095
"1,3-di-iso-propylnaphthalene",LADY CLAIRE.csv,LADY CLAIRE,20.3685,520,20.375,197,175319.21497490886
"1-Hexene, 3-methyl-6-phenyl-4-(1-phenylethoxy)-",LADY CLAIRE.csv,LADY CLAIRE,20.4263833333333,522,20.436,105,269419.62455674435
Tetradecanoic acid,LADY CLAIRE.csv,LADY CLAIRE,20.4714,524,20.481,60,600453.9687948847
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",LADY CLAIRE.csv,LADY CLAIRE,20.6128666666667,529,20.612,43,109133.82260276291
"Benzamide, 2-methyl-N-nonyl-",LADY CLAIRE.csv,LADY CLAIRE,20.6675333333333,531,20.673,70,314077.4908082979
Octadecane,LADY CLAIRE.csv,LADY CLAIRE,20.8990333333333,539,20.903,57,692368.8829413845
"Carbonic acid, bis(2-ethylhexyl) ester",LADY CLAIRE.csv,LADY CLAIRE,21.0083666666667,543,21.012,261,3186777.892768217
"2-Propanol, 1-chloro-, phosphate (3:1)",LADY CLAIRE.csv,LADY CLAIRE,21.0437333333333,544,21.053,83,1710840.562227387
"Octadecanal, 2-bromo-",LADY CLAIRE.csv,LADY CLAIRE,21.1016,546,21.114,99,1015769.3963657266
"3,6-Dioxa-2,4,5,7-tetrasilaoctane, 2,2,4,4,5,5,7,7-octamethyl-",LADY CLAIRE.csv,LADY CLAIRE,21.1691333333333,547,21.162,73,1657262.0369999483
"Propanetrione, diphenyl-",LADY CLAIRE.csv,LADY CLAIRE,21.27845,552,21.284,105,471175.26840997033
"Pentacosane, 13-phenyl-",LADY CLAIRE.csv,LADY CLAIRE,21.3266833333333,553,21.322,139,118371.3476103521
"Octadecanal, 2-bromo-",LADY CLAIRE.csv,LADY CLAIRE,21.38135,556,21.37,50,34943.16201298716
"Propanoic acid, 2-methyl-, (dodecahydro-6a-hydroxy-9a-methyl-3-methylene-2,9-dioxoazuleno[4,5-b]furan-6-yl)methyl ester, [3aS-(3a.alpha.,6.beta.,6a.alpha.,9a.beta.,9b.alpha.)]-",LADY CLAIRE.csv,LADY CLAIRE,21.46815,560,21.463,191,223966.95267566707
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",LADY CLAIRE.csv,LADY CLAIRE,21.6900166666667,568,21.69,57,397230.1789947648
"9,10-Bis(bromomethyl)anthracene",LADY CLAIRE.csv,LADY CLAIRE,21.7896833333333,572,21.789,204,64071.9521607868
"Octadecanal, 2-bromo-",LADY CLAIRE.csv,LADY CLAIRE,21.8250666666667,573,21.821,196,41343.85585340527
"3-Buten-2-one, 4,4-diphenyl-",LADY CLAIRE.csv,LADY CLAIRE,21.9247333333333,576,21.926,207,334704.5892887983
"Benzene, (1-methyldodecyl)-",LADY CLAIRE.csv,LADY CLAIRE,22.0790666666667,581,22.076,178,183512.84244471815
"Hexadecanoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,22.13695,582,22.134,105,748205.0786447143
"Spiro[oxirane-2,1'(1'H)Indene], 3'a,4',5',6',7',7'a-hexahydro-3'a-chlorothionyloxy-2',3'-epoxy-4'-methoxycarbonyl-5'-(1-methylethenyl)-6'-acetyloxy-7'-oxo-7'a-methyl-",LADY CLAIRE.csv,LADY CLAIRE,22.2494833333333,586,22.252,205,48212.8072740081
"10,13-Octadecadiynoic acid, methyl ester",LADY CLAIRE.csv,LADY CLAIRE,22.3009333333333,588,22.3,71,56047.31990788634
Diphenyl sulfone,LADY CLAIRE.csv,LADY CLAIRE,22.42955,592,22.421,55,37701.65685565359
Bis(2-ethylhexyl) methylenesuccinate,LADY CLAIRE.csv,LADY CLAIRE,22.5002833333333,596,22.511,73,226814.07591558323
.beta.-Phenylpropiolophenone,LADY CLAIRE.csv,LADY CLAIRE,22.6224666666667,600,22.619,178,575583.9660014815
9-Anthracenecarboxaldehyde,LADY CLAIRE.csv,LADY CLAIRE,22.6867833333333,602,22.68,76,56113.97414776596
"Heptadecane, 9-hexyl-",LADY CLAIRE.csv,LADY CLAIRE,22.8186,607,22.808,57,264973.76593131456
Carnegine,LADY CLAIRE.csv,LADY CLAIRE,22.8861333333333,610,22.897,71,91025.322303926
Oleic Acid,LADY CLAIRE.csv,LADY CLAIRE,23.0469,615,23.031,77,188200.3543069597
"1H-Pyrazole, 3,5-diphenyl-",LADY CLAIRE.csv,LADY CLAIRE,23.4423833333333,626,23.44,192,15361.570904670272
"Methanone, 2-benzofuranylphenyl-",LADY CLAIRE.csv,LADY CLAIRE,23.4906166666667,626,23.44,192,15361.570904670272
"Butanal, 3-methyl-",RANGER RUSSET.csv,RANGER RUSSET,2.89018333333333,32,2.895,44,3353130.831367347
"Disulfide, dimethyl",RANGER RUSSET.csv,RANGER RUSSET,4.07665,61,4.08,79,755876.9130653538
"Cyclotrisiloxane, hexamethyl-",RANGER RUSSET.csv,RANGER RUSSET,5.89975,96,5.893,207,6463723.674780943
Benzaldehyde,RANGER RUSSET.csv,RANGER RUSSET,9.33775803769801,166,9.348,76,160830.8127054739
Dimethyl trisulfide,RANGER RUSSET.csv,RANGER RUSSET,9.5524,172,9.542,79,200658.7335380603
Phenol,RANGER RUSSET.csv,RANGER RUSSET,9.75175,179,9.751,43,181349.46057850152
"Furan, 2-pentyl-",RANGER RUSSET.csv,RANGER RUSSET,9.99611666666667,188,9.986,43,541658.1921189656
"Cyclotetrasiloxane, octamethyl-",RANGER RUSSET.csv,RANGER RUSSET,10.1183,193,10.118,191,376529.8227113939
Octanal,RANGER RUSSET.csv,RANGER RUSSET,10.2179666666667,196,10.218,43,2755263.1513228216
"1-Hexanol, 2-ethyl-",RANGER RUSSET.csv,RANGER RUSSET,10.7351737121752,210,10.731,70,937236.2270473216
Eucalyptol,RANGER RUSSET.csv,RANGER RUSSET,10.81925,213,10.821,83,2457451.480189884
Acetophenone,RANGER RUSSET.csv,RANGER RUSSET,11.4751833333333,234,11.478,105,3258426.859830849
Nonanal,RANGER RUSSET.csv,RANGER RUSSET,12.1021666666667,253,12.102,57,14843326.63030608
Benzoic acid,RANGER RUSSET.csv,RANGER RUSSET,13.2436166666667,286,13.243,78,196920.826594674
Decanal,RANGER RUSSET.csv,RANGER RUSSET,13.7291333333333,301,13.732,57,4311438.27332363
Phthalic anhydride,RANGER RUSSET.csv,RANGER RUSSET,15.4236333333333,356,15.433,57,397557.5412837223
Phenylmaleic anhydride,RANGER RUSSET.csv,RANGER RUSSET,18.16955,447,18.182,51,475832.2520081839
Benzophenone,RANGER RUSSET.csv,RANGER RUSSET,19.3302833333333,485,19.336,181,332624.0242423234
"Carbonic acid, 2-ethylhexyl octyl ester",RANGER RUSSET.csv,RANGER RUSSET,21.0087,543,21.012,261,3691668.158444328
"2-Propanol, 1-chloro-, phosphate (3:1)",RANGER RUSSET.csv,RANGER RUSSET,21.0440666666667,544,21.053,83,2461148.661477325
"Hexadecanoic acid, methyl ester",RANGER RUSSET.csv,RANGER RUSSET,22.1405166666667,582,22.134,105,2017824.221656305
"Furan, 2,5-diphenyl-",RANGER RUSSET.csv,RANGER RUSSET,23.4137833333333,625,23.408,77,234489.0429513827
"Butanal, 3-methyl-",RICKEY RUSSET.csv,RICKEY RUSSET,2.89008333333333,32,2.895,44,1903995.7437327956
"Cyclotrisiloxane, hexamethyl-",RICKEY RUSSET.csv,RICKEY RUSSET,5.89868113242274,96,5.893,207,10505005.857078915
Benzaldehyde,RICKEY RUSSET.csv,RICKEY RUSSET,9.33686666666667,166,9.348,76,225145.721079439
Dimethyl trisulfide,RICKEY RUSSET.csv,RICKEY RUSSET,9.54908333333333,172,9.542,79,200850.35021081395
Phenol,RICKEY RUSSET.csv,RICKEY RUSSET,9.75165,179,9.751,43,213306.1581552261
"Cyclotetrasiloxane, octamethyl-",RICKEY RUSSET.csv,RICKEY RUSSET,10.1182,193,10.118,191,512469.0712200679
Octanal,RICKEY RUSSET.csv,RICKEY RUSSET,10.2178833333333,196,10.218,43,4041170.8759398
"1-Hexanol, 2-ethyl-",RICKEY RUSSET.csv,RICKEY RUSSET,10.7227,210,10.731,70,2135174.8980012974
Eucalyptol,RICKEY RUSSET.csv,RICKEY RUSSET,10.81915,213,10.821,83,3809738.8118653134
Acetophenone,RICKEY RUSSET.csv,RICKEY RUSSET,11.4750833333333,234,11.478,105,3268031.8327577105
Nonanal,RICKEY RUSSET.csv,RICKEY RUSSET,12.1020833333333,253,12.102,57,18848704.28708462
Benzoic acid,RICKEY RUSSET.csv,RICKEY RUSSET,13.22745,286,13.243,78,203169.2837839352
Decanal,RICKEY RUSSET.csv,RICKEY RUSSET,13.7322666666667,301,13.732,57,9363979.223167429
"Nonanoic acid, 9-oxo-, methyl ester",RICKEY RUSSET.csv,RICKEY RUSSET,16.8447333333333,402,16.851,83,1553048.6573664886
Phenylmaleic anhydride,RICKEY RUSSET.csv,RICKEY RUSSET,18.16945,447,18.182,51,489700.06446216936
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",RICKEY RUSSET.csv,RICKEY RUSSET,18.8479,469,18.851,71,15506079.091058169
Benzophenone,RICKEY RUSSET.csv,RICKEY RUSSET,19.3269833333333,485,19.336,181,759253.8291503927
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",RICKEY RUSSET.csv,RICKEY RUSSET,20.8349833333333,536,20.836,113,475557.5974595799
"Carbonic acid, 2-ethylhexyl octyl ester",RICKEY RUSSET.csv,RICKEY RUSSET,21.0086166666667,543,21.012,261,5044300.219196796
"2-Propanol, 1-chloro-, phosphate (3:1)",RICKEY RUSSET.csv,RICKEY RUSSET,21.0407666666667,544,21.053,83,2345275.2666800222
"Butanal, 3-methyl-",FORTUS.csv,FORTUS,2.89325,32,2.895,44,2931520.196577614
"Disulfide, dimethyl",FORTUS.csv,FORTUS,4.0765,61,4.08,79,785967.5117835848
"Cyclotrisiloxane, hexamethyl-",FORTUS.csv,FORTUS,5.89961666666667,96,5.893,207,16402620.686737517
Benzaldehyde,FORTUS.csv,FORTUS,9.33683333333333,166,9.348,76,262657.99185006006
Dimethyl trisulfide,FORTUS.csv,FORTUS,9.54903333333333,172,9.542,79,362125.1054787328
Phenol,FORTUS.csv,FORTUS,9.7516,179,9.751,43,175056.9846541162
"Cyclotetrasiloxane, octamethyl-",FORTUS.csv,FORTUS,10.11815,193,10.118,191,670496.3085198257
Octanal,FORTUS.csv,FORTUS,10.2178333333333,196,10.218,43,5117570.86260813
"1-Hexanol, 2-ethyl-",FORTUS.csv,FORTUS,10.7258666666667,210,10.731,70,2463594.087098373
Eucalyptol,FORTUS.csv,FORTUS,10.8191,213,10.821,83,4236934.166679539
Acetophenone,FORTUS.csv,FORTUS,11.4750333333333,234,11.478,105,1639599.9573070372
Nonanal,FORTUS.csv,FORTUS,12.10525,253,12.102,57,21501268.98576213
Decanal,FORTUS.csv,FORTUS,13.7322166666667,301,13.732,57,9350465.244067855
"Nonanoic acid, 9-oxo-, methyl ester",FORTUS.csv,FORTUS,16.8414666666667,402,16.851,83,1584800.6183660463
Benzophenone,FORTUS.csv,FORTUS,19.3333666666667,485,19.336,181,249948.9138232564
Tetradecanoic acid,FORTUS.csv,FORTUS,20.48125,524,20.481,60,751332.3361306197
"Carbonic acid, 2-ethylhexyl octyl ester",FORTUS.csv,FORTUS,21.0085666666667,543,21.012,261,3589196.207581697
"2-Propanol, 1-chloro-, phosphate (3:1)",FORTUS.csv,FORTUS,21.0439333333333,544,21.053,83,2356358.203810263
"Hexadecanoic acid, methyl ester",FORTUS.csv,FORTUS,22.13715,582,22.134,105,830451.4939224551
"2-Propanone, 1-methoxy-",AGRIA.csv,AGRIA,2.16973333333333,9,2.157,56,106623.8468173112
"Butanal, 3-methyl-",AGRIA.csv,AGRIA,2.88676666666667,32,2.895,44,1334536.933616924
Pentanal,AGRIA.csv,AGRIA,3.30475,46,3.315,44,764549.4717209316
"Cyclotrisiloxane, hexamethyl-",AGRIA.csv,AGRIA,5.89307020738997,96,5.893,207,3246535.314691109
Benzaldehyde,AGRIA.csv,AGRIA,9.33897937638422,166,9.348,76,52980.39518640352
Dimethyl trisulfide,AGRIA.csv,AGRIA,9.54255,172,9.542,79,102709.6490845056
"Furan, 2-pentyl-",AGRIA.csv,AGRIA,9.98948333333333,188,9.986,43,171756.6972556778
"Cyclotetrasiloxane, octamethyl-",AGRIA.csv,AGRIA,10.10845,193,10.118,191,142961.93070476098
Octanal,AGRIA.csv,AGRIA,10.2113333333333,196,10.218,43,1701690.3689166915
"1-Hexanol, 2-ethyl-",AGRIA.csv,AGRIA,10.7174192008557,210,10.731,70,773138.3881164188
Eucalyptol,AGRIA.csv,AGRIA,10.8126166666667,213,10.821,83,1250937.7722647083
Nonanal,AGRIA.csv,AGRIA,12.0955333333333,253,12.102,57,10344218.332297267
Decanal,AGRIA.csv,AGRIA,13.7225,301,13.732,57,3024816.73755745
Tetradecane,AGRIA.csv,AGRIA,16.3751666666667,387,16.385,57,1247032.0143449346
"Nonanoic acid, 9-oxo-, methyl ester",AGRIA.csv,AGRIA,16.8381833333333,402,16.851,83,425992.9362443329
Hexadecane,AGRIA.csv,AGRIA,18.7609666666667,466,18.777,57,1210225.051955711
Benzophenone,AGRIA.csv,AGRIA,19.32365,484,19.314,57,47385.7369032415
"Carbonic acid, 2-ethylhexyl octyl ester",AGRIA.csv,AGRIA,21.0020666666667,543,21.012,261,2515806.924817107
"2-Propanol, 1-chloro-, phosphate (3:1)",AGRIA.csv,AGRIA,21.04065,544,21.053,83,1419824.0575755257
2-Ethylhexyl salicylate,AGRIA.csv,AGRIA,21.1113833333333,546,21.114,99,1268983.0302839642
"2-Propanone, 1-methoxy-",CAROLINA.csv,CAROLINA,2.17311666666667,10,2.183,45,5457054.95304359
"Butanal, 3-methyl-",CAROLINA.csv,CAROLINA,2.88693333333333,32,2.895,44,1822087.6404451216
"Cyclotrisiloxane, hexamethyl-",CAROLINA.csv,CAROLINA,5.89138001591958,96,5.893,207,1142584.747290942
Benzaldehyde,CAROLINA.csv,CAROLINA,9.33693333333333,166,9.348,76,33423.28089257315
Dimethyl trisulfide,CAROLINA.csv,CAROLINA,9.54593333333333,172,9.542,79,77537.87278855519
Phenol,CAROLINA.csv,CAROLINA,9.75493333333333,179,9.751,43,40426.95095597671
"Furan, 2-pentyl-",CAROLINA.csv,CAROLINA,9.98989142714804,188,9.986,43,235103.3902082145
